,Word,Lower_case
235,Andriette,andriette
236,Andromache,andromache
237,Andromeda,andromeda
238,Andy,andy
239,Anestassia,anestassia
240,Anet,anet
241,Anett,anett
242,Anetta,anetta
243,Anette,anette
244,Ange,ange
245,Angel,angel
246,Angela,angela
247,Angele,angele
248,Angelia,angelia
249,Angelica,angelica
250,Angelika,angelika
251,Angelina,angelina
252,Angeline,angeline
253,Angelique,angelique
254,Angelita,angelita
255,Angelle,angelle
256,Angie,angie
257,Angil,angil
258,Angy,angy
259,Ania,ania
260,Anica,anica
261,Anissa,anissa
262,Anita,anita
263,Anitra,anitra
264,Anja,anja
265,Anjanette,anjanette
266,Anjela,anjela
267,Ann,ann
268,Ann-Mari,ann-mari
269,Ann-Marie,ann-marie
270,Anna,anna
271,Anna-Diana,anna-diana
272,Anna-Diane,anna-diane
273,Anna-Maria,anna-maria
274,Annabal,annabal
275,Annabel,annabel
276,Annabela,annabela
277,Annabell,annabell
278,Annabella,annabella
279,Annabelle,annabelle
280,Annadiana,annadiana
281,Annadiane,annadiane
282,Annalee,annalee
283,Annalena,annalena
284,Annaliese,annaliese
285,Annalisa,annalisa
286,Annalise,annalise
287,Annalyse,annalyse
288,Annamari,annamari
289,Annamaria,annamaria
290,Annamarie,annamarie
291,Anne,anne
292,Anne-Corinne,anne-corinne
293,Anne-Mar,anne-mar
294,Anne-Marie,anne-marie
295,Annecorinne,annecorinne
296,Anneliese,anneliese
297,Annelise,annelise
298,Annemarie,annemarie
299,Annetta,annetta
300,Annette,annette
301,Anni,anni
302,Annice,annice
303,Annie,annie
304,Annissa,annissa
305,Annmaria,annmaria
306,Annmarie,annmarie
307,Annnora,annnora
308,Annora,annora
309,Anny,anny
310,Anselma,anselma
311,Ansley,ansley
312,Anstice,anstice
313,Anthe,anthe
314,Anthea,anthea
315,Anthia,anthia
316,Antoinette,antoinette
317,Antonella,antonella
318,Antonetta,antonetta
319,Antonia,antonia
320,Antonie,antonie
321,Antonietta,antonietta
322,Antonina,antonina
323,Anya,anya
324,Aphrodite,aphrodite
325,Appolonia,appolonia
326,April,april
327,Aprilette,aprilette
328,Ara,ara
329,Arabel,arabel
330,Arabela,arabela
331,Arabele,arabele
332,Arabella,arabella
333,Arabelle,arabelle
334,Arda,arda
335,Ardath,ardath
336,Ardeen,ardeen
337,Ardelia,ardelia
338,Ardelis,ardelis
339,Ardella,ardella
340,Ardelle,ardelle
341,Arden,arden
342,Ardene,ardene
343,Ardenia,ardenia
344,Ardine,ardine
345,Ardis,ardis
346,Ardith,ardith
347,Ardra,ardra
348,Ardyce,ardyce
349,Ardys,ardys
350,Ardyth,ardyth
351,Aretha,aretha
352,Ariadne,ariadne
353,Ariana,ariana
354,Arianne,arianne
355,Aridatha,aridatha
356,Ariel,ariel
357,Ariela,ariela
358,Ariella,ariella
359,Arielle,arielle
360,Arlana,arlana
361,Arlee,arlee
362,Arleen,arleen
363,Arlen,arlen
364,Arlena,arlena
365,Arlene,arlene
366,Arleta,arleta
367,Arlette,arlette
368,Arleyne,arleyne
369,Arlie,arlie
370,Arliene,arliene
371,Arlina,arlina
372,Arlinda,arlinda
373,Arline,arline
374,Arly,arly
375,Arlyn,arlyn
376,Arlyne,arlyne
377,Aryn,aryn
378,Ashely,ashely
379,Ashlee,ashlee
380,Ashleigh,ashleigh
381,Ashlen,ashlen
382,Ashley,ashley
383,Ashli,ashli
384,Ashlie,ashlie
385,Ashly,ashly
386,Asia,asia
387,Astra,astra
388,Astrid,astrid
389,Astrix,astrix
390,Atalanta,atalanta
391,Athena,athena
392,Athene,athene
393,Atlanta,atlanta
394,Atlante,atlante
395,Auberta,auberta
396,Aubine,aubine
397,Aubree,aubree
398,Aubrette,aubrette
399,Aubrey,aubrey
400,Aubrie,aubrie
401,Aubry,aubry
402,Audi,audi
403,Audie,audie
404,Audra,audra
405,Audre,audre
406,Audrey,audrey
407,Audrie,audrie
408,Audry,audry
409,Audrye,audrye
410,Audy,audy
411,Augusta,augusta
412,Auguste,auguste
413,Augustina,augustina
414,Augustine,augustine
415,Aura,aura
416,Aurea,aurea
417,Aurel,aurel
418,Aurelea,aurelea
419,Aurelia,aurelia
420,Aurelie,aurelie
421,Auria,auria
422,Aurie,aurie
423,Aurilia,aurilia
424,Aurlie,aurlie
425,Auroora,auroora
426,Aurora,aurora
427,Aurore,aurore
428,Austin,austin
429,Austina,austina
430,Austine,austine
431,Ava,ava
432,Aveline,aveline
433,Averil,averil
434,Averyl,averyl
435,Avie,avie
436,Avis,avis
437,Aviva,aviva
438,Avivah,avivah
439,Avril,avril
440,Avrit,avrit
441,Ayn,ayn
442,Bab,bab
443,Babara,babara
444,Babette,babette
445,Babita,babita
446,Babs,babs
447,Bambi,bambi
448,Bambie,bambie
449,Bamby,bamby
450,Barb,barb
451,Barbabra,barbabra
452,Barbara,barbara
453,Barbara-Anne,barbara-anne
454,Barbaraanne,barbaraanne
455,Barbe,barbe
456,Barbee,barbee
457,Barbette,barbette
458,Barbey,barbey
459,Barbi,barbi
460,Barbie,barbie
461,Barbra,barbra
462,Barby,barby
463,Bari,bari
464,Barrie,barrie
465,Barry,barry
466,Basia,basia
467,Bathsheba,bathsheba
468,Batsheva,batsheva
469,Bea,bea
470,Beatrice,beatrice
471,Beatrisa,beatrisa
472,Beatrix,beatrix
473,Beatriz,beatriz
474,Beau,beau
475,Bebe,bebe
476,Becca,becca
477,Becka,becka
478,Becki,becki
479,Beckie,beckie
480,Becky,becky
481,Bee,bee
482,Beilul,beilul
483,Beitris,beitris
484,Bekki,bekki
485,Bel,bel
486,Belia,belia
487,Belicia,belicia
488,Belinda,belinda
489,Belita,belita
490,Bell,bell
491,Bella,bella
492,Bellamy,bellamy
493,Bellanca,bellanca
494,Belle,belle
495,Bellina,bellina
496,Belva,belva
497,Belvia,belvia
498,Bendite,bendite
499,Benedetta,benedetta
500,Benedicta,benedicta
501,Benedikta,benedikta
502,Benetta,benetta
503,Benita,benita
504,Benni,benni
505,Bennie,bennie
506,Benny,benny
507,Benoite,benoite
508,Berenice,berenice
509,Beret,beret
510,Berget,berget
511,Berna,berna
512,Bernadene,bernadene
513,Bernadette,bernadette
514,Bernadina,bernadina
515,Bernadine,bernadine
516,Bernardina,bernardina
517,Bernardine,bernardine
518,Bernelle,bernelle
519,Bernete,bernete
520,Bernetta,bernetta
521,Bernette,bernette
522,Berni,berni
523,Bernice,bernice
524,Bernie,bernie
525,Bernita,bernita
526,Berny,berny
527,Berri,berri
528,Berrie,berrie
529,Berry,berry
530,Bert,bert
531,Berta,berta
532,Berte,berte
533,Bertha,bertha
534,Berthe,berthe
535,Berti,berti
536,Bertie,bertie
537,Bertina,bertina
538,Bertine,bertine
539,Berty,berty
540,Beryl,beryl
541,Beryle,beryle
542,Bess,bess
543,Bessie,bessie
544,Bessy,bessy
545,Beth,beth
546,Bethanne,bethanne
547,Bethany,bethany
548,Bethena,bethena
549,Bethina,bethina
550,Betsey,betsey
551,Betsy,betsy
552,Betta,betta
553,Bette,bette
554,Bette-Ann,bette-ann
555,Betteann,betteann
556,Betteanne,betteanne
557,Betti,betti
558,Bettie,bettie
559,Bettina,bettina
560,Bettine,bettine
561,Betty,betty
562,Bettye,bettye
563,Beulah,beulah
564,Bev,bev
565,Beverie,beverie
566,Beverlee,beverlee
567,Beverlie,beverlie
568,Beverly,beverly
569,Bevvy,bevvy
570,Bianca,bianca
571,Bianka,bianka
572,Biddy,biddy
573,Bidget,bidget
574,Bill,bill
575,Billi,billi
576,Billie,billie
577,Billy,billy
578,Binni,binni
579,Binnie,binnie
580,Binny,binny
581,Bird,bird
582,Birdie,birdie
583,Birgit,birgit
584,Birgitta,birgitta
585,Blair,blair
586,Blaire,blaire
587,Blake,blake
588,Blakelee,blakelee
589,Blakeley,blakeley
590,Blanca,blanca
591,Blanch,blanch
592,Blancha,blancha
593,Blanche,blanche
594,Blinni,blinni
595,Blinnie,blinnie
596,Blinny,blinny
597,Bliss,bliss
598,Blisse,blisse
599,Blithe,blithe
600,Blondell,blondell
601,Blondelle,blondelle
602,Blondie,blondie
603,Blondy,blondy
604,Blythe,blythe
605,Bo,bo
606,Bobbette,bobbette
607,Bobbi,bobbi
608,Bobbie,bobbie
609,Bobby,bobby
610,Bobette,bobette
611,Bobina,bobina
612,Bobine,bobine
613,Bobinette,bobinette
614,Bonita,bonita
615,Bonnee,bonnee
616,Bonni,bonni
617,Bonnie,bonnie
618,Bonny,bonny
619,Brana,brana
620,Brandais,brandais
621,Brande,brande
622,Brandea,brandea
623,Brandi,brandi
624,Brandice,brandice
625,Brandie,brandie
626,Brandise,brandise
627,Brandy,brandy
628,Brea,brea
629,Breanne,breanne
630,Brear,brear
631,Bree,bree
632,Breena,breena
633,Bren,bren
634,Brena,brena
635,Brenda,brenda
636,Brenn,brenn
637,Brenna,brenna
638,Brett,brett
639,Bria,bria
640,Briana,briana
641,Brianna,brianna
642,Brianne,brianne
643,Bride,bride
644,Bridget,bridget
645,Bridgett,bridgett
646,Bridgette,bridgette
647,Bridie,bridie
648,Brier,brier
649,Brietta,brietta
650,Brigid,brigid
651,Brigida,brigida
652,Brigit,brigit
653,Brigitta,brigitta
654,Brigitte,brigitte
655,Brina,brina
656,Briney,briney
657,Briny,briny
658,Brit,brit
659,Brita,brita
660,Britaney,britaney
661,Britani,britani
662,Briteny,briteny
663,Britney,britney
664,Britni,britni
665,Britt,britt
666,Britta,britta
667,Brittan,brittan
668,Brittany,brittany
669,Britte,britte
670,Brittney,brittney
671,Brook,brook
672,Brooke,brooke
673,Brooks,brooks
674,Brunella,brunella
675,Brunhilda,brunhilda
676,Brunhilde,brunhilde
677,Bryana,bryana
678,Bryn,bryn
679,Bryna,bryna
680,Brynn,brynn
681,Brynna,brynna
682,Brynne,brynne
683,Buffy,buffy
684,Bunni,bunni
685,Bunnie,bunnie
686,Bunny,bunny
687,Burta,burta
688,Cabrina,cabrina
689,Cacilia,cacilia
690,Cacilie,cacilie
691,Caitlin,caitlin
692,Caitrin,caitrin
693,Cal,cal
694,Calida,calida
695,Calla,calla
696,Calley,calley
697,Calli,calli
698,Callida,callida
699,Callie,callie
700,Cally,cally
701,Calypso,calypso
702,Cam,cam
703,Camala,camala
704,Camel,camel
705,Camella,camella
706,Camellia,camellia
707,Cameo,cameo
708,Cami,cami
709,Camila,camila
710,Camile,camile
711,Camilla,camilla
712,Camille,camille
713,Cammi,cammi
714,Cammie,cammie
715,Cammy,cammy
716,Canada,canada
717,Candace,candace
718,Candi,candi
719,Candice,candice
720,Candida,candida
721,Candide,candide
722,Candie,candie
723,Candis,candis
724,Candra,candra
725,Candy,candy
726,Cappella,cappella
727,Caprice,caprice
728,Cara,cara
729,Caralie,caralie
730,Caren,caren
731,Carena,carena
732,Caresa,caresa
733,Caressa,caressa
734,Caresse,caresse
735,Carey,carey
736,Cari,cari
737,Caria,caria
738,Carie,carie
739,Caril,caril
740,Carilyn,carilyn
741,Carin,carin
742,Carina,carina
743,Carine,carine
744,Cariotta,cariotta
745,Carissa,carissa
746,Carita,carita
747,Caritta,caritta
748,Carla,carla
749,Carlee,carlee
750,Carleen,carleen
751,Carlen,carlen
752,Carlena,carlena
753,Carlene,carlene
754,Carley,carley
755,Carli,carli
756,Carlie,carlie
757,Carlin,carlin
758,Carlina,carlina
759,Carline,carline
760,Carlisle,carlisle
761,Carlita,carlita
762,Carlota,carlota
763,Carlotta,carlotta
764,Carly,carly
765,Carlye,carlye
766,Carlyn,carlyn
767,Carlynn,carlynn
768,Carlynne,carlynne
769,Carma,carma
770,Carmel,carmel
771,Carmela,carmela
772,Carmelia,carmelia
773,Carmelina,carmelina
774,Carmelita,carmelita
775,Carmella,carmella
776,Carmelle,carmelle
777,Carmen,carmen
778,Carmina,carmina
779,Carmine,carmine
780,Carmita,carmita
781,Carmon,carmon
782,Caro,caro
783,Carol,carol
784,Carol-Jean,carol-jean
785,Carola,carola
786,Carolan,carolan
787,Carolann,carolann
788,Carole,carole
789,Carolee,carolee
790,Caroleen,caroleen
791,Carolie,carolie
792,Carolin,carolin
793,Carolina,carolina
794,Caroline,caroline
795,Caroljean,caroljean
796,Carolyn,carolyn
797,Carolyne,carolyne
798,Carolynn,carolynn
799,Caron,caron
800,Carree,carree
801,Carri,carri
802,Carrie,carrie
803,Carrissa,carrissa
804,Carrol,carrol
805,Carroll,carroll
806,Carry,carry
807,Cary,cary
808,Caryl,caryl
809,Caryn,caryn
810,Casandra,casandra
811,Casey,casey
812,Casi,casi
813,Casia,casia
814,Casie,casie
815,Cass,cass
816,Cassandra,cassandra
817,Cassandre,cassandre
818,Cassandry,cassandry
819,Cassaundra,cassaundra
820,Cassey,cassey
821,Cassi,cassi
822,Cassie,cassie
823,Cassondra,cassondra
824,Cassy,cassy
825,Cat,cat
826,Catarina,catarina
827,Cate,cate
828,Caterina,caterina
829,Catha,catha
830,Catharina,catharina
831,Catharine,catharine
832,Cathe,cathe
833,Cathee,cathee
834,Catherin,catherin
835,Catherina,catherina
836,Catherine,catherine
837,Cathi,cathi
838,Cathie,cathie
839,Cathleen,cathleen
840,Cathlene,cathlene
841,Cathrin,cathrin
842,Cathrine,cathrine
843,Cathryn,cathryn
844,Cathy,cathy
845,Cathyleen,cathyleen
846,Cati,cati
847,Catie,catie
848,Catina,catina
849,Catlaina,catlaina
850,Catlee,catlee
851,Catlin,catlin
852,Catrina,catrina
853,Catriona,catriona
854,Caty,caty
855,Cayla,cayla
856,Cecelia,cecelia
857,Cecil,cecil
858,Cecile,cecile
859,Ceciley,ceciley
860,Cecilia,cecilia
861,Cecilla,cecilla
862,Cecily,cecily
863,Ceil,ceil
864,Cele,cele
865,Celene,celene
866,Celesta,celesta
867,Celeste,celeste
868,Celestia,celestia
869,Celestina,celestina
870,Celestine,celestine
871,Celestyn,celestyn
872,Celestyna,celestyna
873,Celia,celia
874,Celie,celie
875,Celina,celina
876,Celinda,celinda
877,Celine,celine
878,Celinka,celinka
879,Celisse,celisse
880,Celle,celle
881,Cesya,cesya
882,Chad,chad
883,Chanda,chanda
884,Chandal,chandal
885,Chandra,chandra
886,Channa,channa
887,Chantal,chantal
888,Chantalle,chantalle
889,Charil,charil
890,Charin,charin
891,Charis,charis
892,Charissa,charissa
893,Charisse,charisse
894,Charita,charita
895,Charity,charity
896,Charla,charla
897,Charlean,charlean
898,Charleen,charleen
899,Charlena,charlena
900,Charlene,charlene
901,Charline,charline
902,Charlot,charlot
903,Charlott,charlott
904,Charlotta,charlotta
905,Charlotte,charlotte
906,Charmain,charmain
907,Charmaine,charmaine
908,Charmane,charmane
909,Charmian,charmian
910,Charmine,charmine
911,Charmion,charmion
912,Charo,charo
913,Charyl,charyl
914,Chastity,chastity
915,Chelsae,chelsae
916,Chelsea,chelsea
917,Chelsey,chelsey
918,Chelsie,chelsie
919,Chelsy,chelsy
920,Cher,cher
921,Chere,chere
922,Cherey,cherey
923,Cheri,cheri
924,Cherianne,cherianne
925,Cherice,cherice
926,Cherida,cherida
927,Cherie,cherie
928,Cherilyn,cherilyn
929,Cherilynn,cherilynn
930,Cherin,cherin
931,Cherise,cherise
932,Cherish,cherish
933,Cherlyn,cherlyn
934,Cherri,cherri
935,Cherrita,cherrita
936,Cherry,cherry
937,Chery,chery
938,Cherye,cherye
939,Cheryl,cheryl
940,Cheslie,cheslie
941,Chiarra,chiarra
942,Chickie,chickie
943,Chicky,chicky
944,Chiquita,chiquita
945,Chloe,chloe
946,Chloette,chloette
947,Chloris,chloris
948,Chris,chris
949,Chriss,chriss
950,Chrissa,chrissa
951,Chrissie,chrissie
952,Chrissy,chrissy
953,Christa,christa
954,Christabel,christabel
955,Christabella,christabella
956,Christabelle,christabelle
957,Christal,christal
958,Christalle,christalle
959,Christan,christan
960,Christean,christean
961,Christel,christel
962,Christen,christen
963,Christi,christi
964,Christian,christian
965,Christiana,christiana
966,Christiane,christiane
967,Christie,christie
968,Christin,christin
969,Christina,christina
970,Christine,christine
971,Christy,christy
972,Christyna,christyna
973,Chrysa,chrysa
974,Chrysler,chrysler
975,Chrystal,chrystal
976,Chryste,chryste
977,Chrystel,chrystel
978,Ciara,ciara
979,Cicely,cicely
980,Cicily,cicily
981,Ciel,ciel
982,Cilka,cilka
983,Cinda,cinda
984,Cindee,cindee
985,Cindelyn,cindelyn
986,Cinderella,cinderella
987,Cindi,cindi
988,Cindie,cindie
989,Cindra,cindra
990,Cindy,cindy
991,Cinnamon,cinnamon
992,Cissie,cissie
993,Cissy,cissy
994,Clair,clair
995,Claire,claire
996,Clara,clara
997,Clarabelle,clarabelle
998,Clare,clare
999,Claresta,claresta
1000,Clareta,clareta
1001,Claretta,claretta
1002,Clarette,clarette
1003,Clarey,clarey
1004,Clari,clari
1005,Claribel,claribel
1006,Clarice,clarice
1007,Clarie,clarie
1008,Clarinda,clarinda
1009,Clarine,clarine
1010,Clarisa,clarisa
1011,Clarissa,clarissa
1012,Clarisse,clarisse
1013,Clarita,clarita
1014,Clary,clary
1015,Claude,claude
1016,Claudelle,claudelle
1017,Claudetta,claudetta
1018,Claudette,claudette
1019,Claudia,claudia
1020,Claudie,claudie
1021,Claudina,claudina
1022,Claudine,claudine
1023,Clea,clea
1024,Clem,clem
1025,Clemence,clemence
1026,Clementia,clementia
1027,Clementina,clementina
1028,Clementine,clementine
1029,Clemmie,clemmie
1030,Clemmy,clemmy
1031,Cleo,cleo
1032,Cleopatra,cleopatra
1033,Clerissa,clerissa
1034,Cleva,cleva
1035,Clio,clio
1036,Clo,clo
1037,Cloe,cloe
1038,Cloris,cloris
1039,Clotilda,clotilda
1040,Clovis,clovis
1041,Codee,codee
1042,Codi,codi
1043,Codie,codie
1044,Cody,cody
1045,Coleen,coleen
1046,Colene,colene
1047,Coletta,coletta
1048,Colette,colette
1049,Colleen,colleen
1050,Collete,collete
1051,Collette,collette
1052,Collie,collie
1053,Colline,colline
1054,Colly,colly
1055,Con,con
1056,Concettina,concettina
1057,Conchita,conchita
1058,Concordia,concordia
1059,Conney,conney
1060,Conni,conni
1061,Connie,connie
1062,Conny,conny
1063,Consolata,consolata
1064,Constance,constance
1065,Constancia,constancia
1066,Constancy,constancy
1067,Constanta,constanta
1068,Constantia,constantia
1069,Constantina,constantina
1070,Constantine,constantine
1071,Consuela,consuela
1072,Consuelo,consuelo
1073,Cookie,cookie
1074,Cora,cora
1075,Corabel,corabel
1076,Corabella,corabella
1077,Corabelle,corabelle
1078,Coral,coral
1079,Coralie,coralie
1080,Coraline,coraline
1081,Coralyn,coralyn
1082,Cordelia,cordelia
1083,Cordelie,cordelie
1084,Cordey,cordey
1085,Cordie,cordie
1086,Cordula,cordula
1087,Cordy,cordy
1088,Coreen,coreen
1089,Corella,corella
1090,Corena,corena
1091,Corenda,corenda
1092,Corene,corene
1093,Coretta,coretta
1094,Corette,corette
1095,Corey,corey
1096,Cori,cori
1097,Corie,corie
1098,Corilla,corilla
1099,Corina,corina
1100,Corine,corine
1101,Corinna,corinna
1102,Corinne,corinne
1103,Coriss,coriss
1104,Corissa,corissa
1105,Corliss,corliss
1106,Corly,corly
1107,Cornela,cornela
1108,Cornelia,cornelia
1109,Cornelle,cornelle
1110,Cornie,cornie
1111,Corny,corny
1112,Correna,correna
1113,Correy,correy
1114,Corri,corri
1115,Corrianne,corrianne
1116,Corrie,corrie
1117,Corrina,corrina
1118,Corrine,corrine
1119,Corrinne,corrinne
1120,Corry,corry
1121,Cortney,cortney
1122,Cory,cory
1123,Cosetta,cosetta
1124,Cosette,cosette
1125,Courtenay,courtenay
1126,Courtney,courtney
1127,Cresa,cresa
1128,Cris,cris
1129,Crissie,crissie
1130,Crissy,crissy
1131,Crista,crista
1132,Cristabel,cristabel
1133,Cristal,cristal
1134,Cristen,cristen
1135,Cristi,cristi
1136,Cristie,cristie
1137,Cristin,cristin
1138,Cristina,cristina
1139,Cristine,cristine
1140,Cristionna,cristionna
1141,Cristy,cristy
1142,Crysta,crysta
1143,Crystal,crystal
1144,Crystie,crystie
1145,Cyb,cyb
1146,Cybal,cybal
1147,Cybel,cybel
1148,Cybelle,cybelle
1149,Cybil,cybil
1150,Cybill,cybill
1151,Cyndi,cyndi
1152,Cyndy,cyndy
1153,Cynthea,cynthea
1154,Cynthia,cynthia
1155,Cynthie,cynthie
1156,Cynthy,cynthy
1157,Dacey,dacey
1158,Dacia,dacia
1159,Dacie,dacie
1160,Dacy,dacy
1161,Dael,dael
1162,Daffi,daffi
1163,Daffie,daffie
1164,Daffy,daffy
1165,Dafna,dafna
1166,Dagmar,dagmar
1167,Dahlia,dahlia
1168,Daile,daile
1169,Daisey,daisey
1170,Daisi,daisi
1171,Daisie,daisie
1172,Daisy,daisy
1173,Dale,dale
1174,Dalenna,dalenna
1175,Dalia,dalia
1176,Dalila,dalila
1177,Dallas,dallas
1178,Daloris,daloris
1179,Damara,damara
1180,Damaris,damaris
1181,Damita,damita
1182,Dana,dana
1183,Danell,danell
1184,Danella,danella
1185,Danelle,danelle
1186,Danette,danette
1187,Dani,dani
1188,Dania,dania
1189,Danica,danica
1190,Danice,danice
1191,Daniel,daniel
1192,Daniela,daniela
1193,Daniele,daniele
1194,Daniella,daniella
1195,Danielle,danielle
1196,Danika,danika
1197,Danila,danila
1198,Danit,danit
1199,Danita,danita
1200,Danna,danna
1201,Danni,danni
1202,Dannie,dannie
1203,Danny,danny
1204,Dannye,dannye
1205,Danya,danya
1206,Danyelle,danyelle
1207,Danyette,danyette
1208,Daphene,daphene
1209,Daphna,daphna
1210,Daphne,daphne
1211,Dara,dara
1212,Darb,darb
1213,Darbie,darbie
1214,Darby,darby
1215,Darcee,darcee
1216,Darcey,darcey
1217,Darci,darci
1218,Darcie,darcie
1219,Darcy,darcy
1220,Darda,darda
1221,Dareen,dareen
1222,Darell,darell
1223,Darelle,darelle
1224,Dari,dari
1225,Daria,daria
1226,Darice,darice
1227,Darla,darla
1228,Darleen,darleen
1229,Darlene,darlene
1230,Darline,darline
1231,Darryl,darryl
1232,Darsey,darsey
1233,Darsie,darsie
1234,Darya,darya
1235,Daryl,daryl
1236,Daryn,daryn
1237,Dasha,dasha
1238,Dasi,dasi
1239,Dasie,dasie
1240,Dasya,dasya
1241,Datha,datha
1242,Daune,daune
1243,Daveen,daveen
1244,Daveta,daveta
1245,Davida,davida
1246,Davina,davina
1247,Davine,davine
1248,Davita,davita
1249,Dawn,dawn
1250,Dawna,dawna
1251,Dayle,dayle
1252,Dayna,dayna
1253,Dea,dea
1254,Deana,deana
1255,Deane,deane
1256,Deanna,deanna
1257,Deanne,deanne
1258,Deb,deb
1259,Debbi,debbi
1260,Debbie,debbie
1261,Debbra,debbra
1262,Debby,debby
1263,Debee,debee
1264,Debera,debera
1265,Debi,debi
1266,Debor,debor
1267,Debora,debora
